0001_American_Beauty_01.24.02.561-01.24.04.664 	The blender GRINDS as Lester, still in his sweatpants, makes himself a high-protein shake.
0004_Charade_00.49.31.337-00.49.32.404 	As he opens his mouth to make a sound, REGGIE, her eyes on DYLE, rises quickly from the table and goes, leaving a very confused TOURIST with his mouth open.
0004_Charade_00.56.06.191-00.56.07.520 	As it slides across the slate, making a hideous scratching sound and causing sparks to fly.
0004_Charade_01.39.01.514-01.39.02.461 	He has evidently made the wrong turn back in the passageway.
0004_Charade_01.42.27.148-01.42.27.296 	She looks back once more at ADAM, then makes up her mind and starts running towards the exit.
0004_Charade_01.46.58.570-01.47.00.233 	It makes a slight clicking sound.
0005_Chinatown_00.08.33.676-00.08.37.294 	He watches while Mulwray makes his way down to the center of the riverbed.
0005_Chinatown_00.40.17.014-00.40.18.274 	The chain-link itself actually extends over the flood channel and down into it, making access along the channel itself impossible.
0005_Chinatown_00.41.44.167-00.41.57.999 	Drenched, battered, he slowly climbs back over the fence and makes his way toward his car.
0005_Chinatown_01.07.29.820-01.07.32.944 	The print itself makes him squint.
0005_Chinatown_01.19.10.094-01.19.15.254 	He makes the mistake of opening the glass door in the entryway, putting his back to Gittes for a moment.
0005_Chinatown_01.50.30.634-01.50.32.048 	The blow has forced tears from her eyes, but she makes no move, not even to defend herself.
0005_Chinatown_02.01.35.672-02.01.38.812 	Cross makes a funny little cock of his head.
0006_Clerks_00.08.10.340-00.08.11.958 	JAY makes blow job faces down an imaginary line of guys, looking quite like a performing seal.
0006_Clerks_00.19.07.403-00.19.09.943 	Dante studies a copy of Paradise Lost, making a strong attempt at not noticing the glare.
0006_Clerks_00.26.52.431-00.26.54.841 	OLAF makes a metal face.
0006_Clerks_00.39.33.870-00.39.37.613 	RANDAL makes loud slurping noises from O.C.
0006_Clerks_00.40.27.396-00.40.30.723 	RANDAL pops his head in and makes the loud slurping noise again.
0006_Clerks_00.56.31.954-00.56.39.875 	RANDAL makes no move, but remains untouched.
0007_DIE_NACHT_DES_JAEGERS_00.37.57.094-00.38.02.279 	Still smiling, shaking her head as in disbelief, WILLA makes for house as PEARL screams.
0007_DIE_NACHT_DES_JAEGERS_00.53.03.383-00.53.07.315 	PREACHER makes a lunge across JOHN for the doll; JOHN ducking under his arm, pulls PEARL forward with his left hand; he turns backwards and with his free hand, in one movement, knocks over the candle and pulls out the support on the shelf.
0007_DIE_NACHT_DES_JAEGERS_00.53.15.744-00.53.16.878 	He makes one step forward, steps on a rolling jar, and falls.
0007_DIE_NACHT_DES_JAEGERS_00.59.23.692-00.59.29.394 	They take hands-ful, and make to eat.
0007_DIE_NACHT_DES_JAEGERS_01.13.11.616-01.13.21.405 	JOHN makes a move; he slowly and tenderly reaches out his hand and lays his fingers on her knuckles.
0007_DIE_NACHT_DES_JAEGERS_01.16.17.913-01.16.19.943 	She starts making up RUBY'S hair like that of a young woman.
0008_Fargo_00.30.49.401-00.30.51.835 	We just make out the silhouettes of two occupants in front.
0008_Fargo_00.35.13.711-00.35.16.234 	Marge is making her way down the icy front stoop to her prowler.
0008_Fargo_01.23.07.779-01.23.12.087 	Jerry makes a left turn into traffic.
0009_Forrest_Gump_00.15.53.186-00.15.54.524 	Forrest tries to run along the road, but his braces makes it impossible.
0009_Forrest_Gump_00.32.08.759-00.32.11.632 	Bubba moves his case over, making room for Forrest to sit down.
0009_Forrest_Gump_00.48.48.470-00.49.09.210 	The Fourth Platoon makes their way through the jungle and rain.
0009_Forrest_Gump_01.07.15.535-01.07.16.646 	Forrest rushes off the stage as Jenny makes her way out into the pool.
0009_Forrest_Gump_01.14.31.593-01.14.38.168 	Forrest makes his way onto the stage, shakes hands with Dick Cavett.
0009_Forrest_Gump_01.24.52.571-01.24.56.079 	President Nixon makes a resignation speech on TV.
0009_Forrest_Gump_01.50.31.613-01.50.42.297 	Jenny takes off her nightgown as they make love.
0010_Frau_Ohne_Gewissen_00.04.41.303-00.04.55.718 	He pulls himself toward dictaphone again, still in the swivel chair, reaches it, lifts the horn off the bracket and the dictaphone makes a low buzzing sound.
0010_Frau_Ohne_Gewissen_00.22.54.861-00.23.11.314 	He turns away impatiently, paces up and down past a caddy bag with golf clubs in it, pulls one out at random, makes a couple of short swings, throws the club on the couch, paces again.
0010_Frau_Ohne_Gewissen_00.42.27.505-00.42.29.268 	He is standing behind his desk opening some mail, taking a few papers out of his briefcase, checking something in his rate book, making a quick telephone call.
0010_Frau_Ohne_Gewissen_00.45.13.810-00.45.14.128 	He makes a gesture as if expecting Keyes to leave.
0010_Frau_Ohne_Gewissen_00.54.13.954-00.54.16.769 	Most of the berths are made up.
0010_Frau_Ohne_Gewissen_00.54.16.952-00.54.17.660 	As Neff hobbles along, another porter and some passengers make way for the crippled man solicitously.
0010_Frau_Ohne_Gewissen_00.55.47.805-00.55.49.368 	He gives one last glance back into the parlor car to make sure no one is watching him.
0010_Frau_Ohne_Gewissen_01.00.06.980-01.00.12.701 	Still his steps make no sound.
0010_Frau_Ohne_Gewissen_01.06.07.278-01.06.09.085 	She makes as if to rise indignantly.
0010_Frau_Ohne_Gewissen_01.23.41.463-01.23.47.353 	Neff is in the booth dialing a number, and as she waits he looks around to make sure he is not watched.
0010_Frau_Ohne_Gewissen_01.30.39.397-01.30.46.003 	As he reaches the elevator, he looks back over his shoulder, to make sure Keyes is gone, then steps into the empty elevator.
0010_Frau_Ohne_Gewissen_01.43.50.744-01.43.55.744 	Neff makes a motion indicating the used cylinders standing on the desk.
0011_Gandhi_00.09.27.993-00.09.29.585 	It is said with a dignity and strength that makes the statement all the more bewildering.
0011_Gandhi_00.15.31.972-00.15.33.841 	The newspaper reporter stares without making notes.
0011_Gandhi_00.16.25.861-00.16.27.736 	They step forward, one by one, making the pranam (the Hindu gesture of greeting), then bending and touching the hands and lips to Gandhi's feet in the traditional obeisance of child to father.
0011_Gandhi_00.28.45.727-00.28.46.477 	He looks down at the police, making the point stick.
0011_Gandhi_00.32.34.680-00.32.40.489 	As it pulls away, Tyeb Mohammed and Singh come up to Gandhi, both made wary by the man's evident satisfaction with what has transpired.
0011_Gandhi_00.33.33.608-00.33.34.460 	Tracking back before Gandhi, Singh and Tyeb Mohammed as they move forward, fear suddenly making their pace more labored.
0011_Gandhi_00.34.32.807-00.34.33.819 	Close shot, the sergeant controlling it, cursing, but unable to make it plunge down on the man.
0011_Gandhi_00.38.06.045-00.38.09.146 	We have seen it before when Walker spoke to Smuts, but now we see its full breadth -- and the imposing figure Smuts makes as he stands behind the grand desk.
0011_Gandhi_00.43.35.276-00.43.39.637 	He makes the pranam and starts for the steps.
0011_Gandhi_00.45.50.120-00.45.52.350 	Prakash grins and makes the pranam to Gandhi.
0011_Gandhi_00.55.59.615-00.56.00.796 	A man made for the spotlight, a man loving the spotlight.
0011_Gandhi_01.04.41.325-01.04.42.766 	As their clothes indicate, the area is Muslim, so some salaam (a touch of the hand to the forehead) and a few tentatively make the pranam back to Gandhi as he moves through them.
0011_Gandhi_01.04.33.665-01.04.38.285 	And suddenly there is a commotion and the sound of boots on the concrete platform, and the English captain shoves his way through to confront Gandhi down the little aisle that was being made for him.
0011_Gandhi_01.05.04.379-01.05.07.361 	He glances at Charlie who stands behind Gandhi now, and it makes him all the more uncertain.
0011_Gandhi_01.05.07.361-01.05.12.199 	He tries to make it severe, but it is a comedown.
0011_Gandhi_01.05.26.986-01.05.29.027 	Already he has scored a victory -- and as he moves forward again, making the pranam, they return it with flushed greetings.
0011_Gandhi_01.07.57.520-01.07.58.871 	The wicket keeper makes a rude, facetious gesture, but as the batsman turns to settle in his crease again.
0011_Gandhi_01.17.36.317-01.17.38.554 	Gandhi makes the pranam, studying him with interest after that comment.
0011_Gandhi_01.29.25.342-01.29.27.795 	He stares at the panel like a reasonable man making a reasonable point.
0011_Gandhi_01.38.27.129-01.38.30.678 	It is the end of her speech and she makes the pranam and turns away.
0011_Gandhi_01.38.41.672-01.38.47.924 	In close shot we see other British soldiers watching on the perimeter of the crowd and they are now made even more wary by the enthusiasm of this greeting.
0011_Gandhi_01.41.45.647-01.41.46.108 	He makes a little salaam to her and moves through the confusion of the platform toward the camera.
0011_Gandhi_01.43.11.493-01.43.12.280 	Gandhi sitting facing Patel and Azad, Desai in the background, making notes of the discussion.
0011_Gandhi_01.44.02.022-01.44.05.175 	Then he turns to Mirabehn, made more aware of her by Azad's reference.
0011_Gandhi_01.56.36.142-01.56.37.654 	For a minute their eyes meet, the judge makes a little bow to Gandhi.
0011_Gandhi_02.04.34.257-02.04.36.927 	Irwin has listened; it's beginning to make a little sense.
0011_Gandhi_02.05.40.777-02.05.41.540 	And this makes up his mind.
0011_Gandhi_02.11.56.714-02.12.01.732 	Men, women and children are making little paper packets of salt from piles heaped along long tables.
0011_Gandhi_02.31.44.121-02.31.47.943 	Azad and Patel come to the doorway, Patel makes the pranam toward Ba and holds it as he obviously prays.
0011_Gandhi_02.31.47.943-02.31.49.348 	Azad has bowed his head and he too is clearly making some prayer for her.
0011_Gandhi_02.35.24.773-02.35.27.368 	He grins in his youthful, beguiling manner and makes the pranam to the cheering crowd.
0011_Gandhi_02.54.27.294-02.54.28.315 	There are thongs around their arms that make their bulging muscles seem even more powerful.
0011_Gandhi_03.02.22.639-03.02.25.191 	Gandhi turns to the person; he makes the pranam.
0011_Gandhi_03.02.25.191-03.02.33.493 	Godse is making the pranam to him and he suddenly, wildly draws his gun and fires.
0012_Get_Shorty_00.31.30.167-00.31.32.143 	The guy studies Chili, thinks about whether or not to make a move, when Harry steps in, reaches over the desk and picks up a script.
0012_Get_Shorty_00.50.40.036-00.50.45.833 	Somehow this makes Karen feel better.
0012_Get_Shorty_01.07.41.038-01.07.48.261 	Chili glances about, makes sure no one's around, then pulls the key for the 'right' locker out from a crack in the pavement, near the stairwell.
0012_Get_Shorty_01.12.34.800-01.12.55.553 	Chili looks at him, the guy's either dumb or making conversation.
0013_Halloween_00.35.23.311-00.35.34.205 	Then Annie's car makes a wide U-turn in the street and starts down the other direction.
0013_Halloween_00.43.00.088-00.43.01.088 	Annie stands by the kitchen stove making popcorn.
0013_Halloween_00.43.01.088-00.43.01.484 	The shape stands close to CAMERA watching Annie make popcorn.
0013_Halloween_00.51.00.668-00.51.03.664 	As the girls make their way down the street.
0013_Halloween_00.57.01.822-00.57.03.666 	Loomis makes it to the front porch and tentatively steps up to the door.
0013_Halloween_01.00.43.947-01.00.45.364 	Behind Laurie is Lyndsey and Tommy making scary noises.
0013_Halloween_01.05.45.266-01.05.46.960 	He makes a guttural sound deep in his throat as the shape's hand closes tightly around his windpipe.
0013_Halloween_01.10.25.805-01.10.27.500 	Finally he makes up his mind and starts moving down the street, almost running, looking back and fourth at the rows of houses on either side for something out of place.
0014_Ist_das_Leben_nicht_schoen_00.04.04.971-00.04.14.977 	One of them makes the slide and shoots out onto the ice of a frozen river at the bottom of the hill.
0014_Ist_das_Leben_nicht_schoen_00.04.17.710-00.04.28.803 	Series of shots as four or five boys make the slide down the hill and out onto the ice.
0014_Ist_das_Leben_nicht_schoen_00.04.33.568-00.04.37.215 	On top of hill, preparing to make his slide.
0014_Ist_das_Leben_nicht_schoen_00.04.37.215-00.04.44.062 	Harry makes his slide very fast.
0014_Ist_das_Leben_nicht_schoen_00.04.44.062-00.04.48.832 	He passes the marks made by the other boys, and his shovel takes him onto the thin ice at the bend of the river.
0014_Ist_das_Leben_nicht_schoen_00.05.33.496-00.05.37.099 	He shuts his eyes and makes a wish.
0014_Ist_das_Leben_nicht_schoen_00.13.07.233-00.13.09.002 	He closes his eyes and makes a wish.
0014_Ist_das_Leben_nicht_schoen_00.56.19.604-00.56.21.029 	A man (Randall) comes in and makes his way up to Tom.
0014_Ist_das_Leben_nicht_schoen_00.56.42.289-00.56.50.736 	George has begun to make an impression on them.
0014_Ist_das_Leben_nicht_schoen_01.00.17.166-01.00.17.329 	He stops to make sure it is the right number before going up the steps.
0014_Ist_das_Leben_nicht_schoen_01.38.50.286-01.38.51.913 	He stares down at the water, desperate, trying to make up his mind to act.
0014_Ist_das_Leben_nicht_schoen_01.41.31.016-01.41.35.828 	Tollkeeper rises and makes his way warily out the door.
0014_Ist_das_Leben_nicht_schoen_02.07.43.403-02.07.56.429 	Carter, the bank examiner, makes a donation; the sheriff sheepishly looks at George and tears his warrant in small pieces.
0016_O_Brother_Where_Art_Thou_00.06.15.886-00.06.22.191 	Everett makes a sudden hushing gesture and all listen.
0017_Pianist_00.12.22.784-00.12.25.862 	He plays, makes adjustments with a pencil to the manuscript, plays again.
0017_Pianist_00.14.05.678-00.14.14.703 	Henryk suddenly makes a lunge for him, grabs hold of him, a rough struggle takes place and during it Mother and Father appear at their bedroom door to watch, appalled.
0017_Pianist_00.14.32.839-00.14.36.318 	A great column of Jews of all ages make their way towards the area that will become the ghetto.
0017_Pianist_00.22.30.221-00.22.33.765 	Benek points to the customer, who makes an imploring gesture to Szpilman.
0017_Pianist_00.23.09.849-00.23.11.150 	Two or three he discards, but he smiles when coins make a pure tone, and he keeps them.
0017_Pianist_00.23.11.150-00.23.16.505 	Szpilman exchanges looks with a pretty whore, who makes eyes at him.
0017_Pianist_00.26.17.034-00.26.18.878 	The sound of the German voice swearing and the dull, crunching noise made by the boot smashing into the boy continues, and with every thud the boy screams in terrible pain.
0017_Pianist_00.25.27.336-00.25.30.152 	Jehuda loves this too, but his laugh makes him cough appallingly.
0017_Pianist_00.38.54.888-00.38.57.542 	The small office is on an upper level with a window looking down on the factory floor where Jewish men and women are hard at work on sewing machines making the terrible clatter.
0017_Pianist_00.41.00.471-00.41.04.719 	The NCO goes along the line, making a selection, using his pistol to prod people into moving.
0017_Pianist_00.50.50.761-00.50.53.388 	Szpilman drops to walking pace, makes for the gates.
0017_Pianist_00.53.52.672-00.53.53.994 	He turns and makes for the door.
0017_Pianist_00.55.15.616-00.55.18.544 	Women bargain with them, making purchases.
0017_Pianist_01.02.07.417-01.02.18.130 	Szpilman makes a record in a ledger of the tools each worker takes out on the site.
0017_Pianist_01.17.55.171-01.17.58.584 	Gebczynski makes for the front door, stops.
0017_Pianist_01.25.39.364-01.25.42.359 	He gets a chair, places it sideways in front of the window to make a step.
0017_Pianist_01.28.45.057-01.28.49.354 	Summoning all his strength, Szpilman makes a dash for it, pushing past Kitty.
0017_Pianist_01.34.58.025-01.35.05.782 	Michal makes for the door.
0017_Pianist_01.40.24.142-01.40.28.568 	Szalas pockets the watch, makes for the door, stops.
0017_Pianist_01.44.16.719-01.44.17.539 	The sound of rapid firing, which makes the newspaper at the end of the packet glow to reveal the barrel of a machine gun.
0019_Pulp_Fiction_00.11.04.979-00.11.42.732 	STEADICAM in front of Jules and Vincent as they make a beeline down the hall.
0019_Pulp_Fiction_00.26.09.862-00.26.14.716 	Butch makes the wise decision that is this asshole's a friend of Marsellus, he better let it go for now.
0019_Pulp_Fiction_00.46.39.712-00.46.53.367 	As this time, the SOUND of a subway car fills the diner, making everything SHAKE and RATTLE.
0019_Pulp_Fiction_00.48.08.271-00.49.52.747 	They make hand movements as they dance.
0019_Pulp_Fiction_00.55.40.565-00.55.59.448 	Lance puts down his cereal and makes his way to the phone.
0019_Pulp_Fiction_00.59.43.868-00.59.45.775 	Vincent grabs the magic marker out of Jody's hand and makes a big red dot on Mia's body where her heart is.
0019_Pulp_Fiction_01.02.17.642-01.02.24.945 	Mia lets go of Vincent's hand and silently makes the see-no- evil, hear-no-evil, and speak-no-evil sign with her hands.
0019_Pulp_Fiction_01.15.49.499-01.15.51.484 	Butch flicks the switch back, making the room dark again.
0019_Pulp_Fiction_01.26.23.033-01.26.32.838 	Butch lowers his voice, which only serves to make him more menacing.
0019_Pulp_Fiction_01.33.43.375-01.33.46.778 	This makes the boxer laugh out loud.
0019_Pulp_Fiction_01.35.04.146-01.35.07.805 	This jerk's yelling makes Marsellus come to.
0019_Pulp_Fiction_01.35.25.772-01.35.32.244 	Butch sees the fierce figure making a wobbly bee-line toward him.
0019_Pulp_Fiction_01.39.04.478-01.39.07.154 	Butch makes no reply.
0020_Raising_Arizona_00.13.59.584-00.14.05.807 	Behind him, in the background, just rounding the open door from the nursery, yet another baby is making a mad dash for freedom.
0020_Raising_Arizona_00.37.13.209-00.37.16.522 	He raises his voice to make himself heard over the din of all the children boiling around the room.
0020_Raising_Arizona_00.41.49.504-00.41.51.702 	He looks around as if to make sure they are not being overheard.
0020_Raising_Arizona_00.49.19.216-00.49.21.678 	The force makes him stumble one fatal step backwards - into the back aisle - where: CRASH - He is hit broadside and bowled over by a rocketing shopping cart, propelled by an hysterically screaming SHOPPER.
0020_Raising_Arizona_01.13.15.254-01.13.15.636 	Heat waves ripple between us and him, making his figure slightly waver.
0020_Raising_Arizona_01.20.06.099-01.20.07.171 	Hi backs up, swinging the knife - studded plank to make Lenny keep his distance.
0021_Rear_Window_00.06.41.887-00.06.42.935 	The man stops short of the bed, makes gestures of trying to placate her, but she goes on scolding.
0021_Rear_Window_00.15.40.558-00.16.00.943 	The CAMERA makes a short sweep around the neighborhood showing that some of the rooms are now with their lights on.
0021_Rear_Window_00.23.49.418-00.23.51.418 	The kitchen-lining room combination of the ballet dancer's apartment has now been made more presentable.
0021_Rear_Window_00.24.01.020-00.24.02.220 	He stands beside her as she makes the drink.
0021_Rear_Window_00.24.03.315-00.24.05.838 	He looks at his watch with some impatience, and makes a side comment to her as to the lateness of the time.
0021_Rear_Window_00.24.19.222-00.24.21.753 	Instead of pacifying him, it makes him more amorous, and he puts an arm around her shoulder an plants a heavy kiss on her cheek.
0021_Rear_Window_00.24.26.365-00.24.28.020 	With a little admonishing look, she moves away from him, and makes him rejoin the other two.
0021_Rear_Window_00.25.06.990-00.25.09.637 	He puts a couple of pillows behind her back to make her more comfortable.
0021_Rear_Window_01.01.39.820-01.01.42.009 	Her hair-do makes her seem middle-aged.
0021_Rear_Window_01.05.36.657-01.05.41.020 	He discusses each piece, apparently trying to make some decision.
0021_Rear_Window_01.20.33.551-01.20.40.216 	She goes back dumbly to the spilled liquor, makes a futile effort to clean it up, and the collapses onto the rug sobbing hard enough to shake her whole body.
0021_Rear_Window_01.25.16.267-01.25.17.512 	Neither he nor Lisa make any comment.
0021_Rear_Window_01.34.16.122-01.34.20.752 	Then he makes up his mind and starts for the door.
0021_Rear_Window_01.34.21.274-01.34.23.642 	After he goes out he tests the door to make certain it is locked.
0022_Reservoir_Dogs_01.33.09.093-01.33.15.165 	He somehow makes it to where Mr. Orange lies.
0023_THE_BUTTERFLY_EFFECT_00.30.15.374-00.30.33.337 	Evan and Heidi, making out, burst through the door and fall on the bed.
0023_THE_BUTTERFLY_EFFECT_00.33.54.965-00.33.56.916 	Now 20, making a model airplane.
0023_THE_BUTTERFLY_EFFECT_01.10.45.794-01.10.49.280 	Carlos stares at Evan disinterestedly as Evan makes up his bed on the top bunk.
0023_THE_BUTTERFLY_EFFECT_01.24.23.662-01.24.27.775 	Evan looks around to make certain he's not being watched, then uses the security card to open the door.
0023_THE_BUTTERFLY_EFFECT_01.35.44.544-01.35.46.552 	Evan sips from a BEER CAP as Lenny and Kayleigh make out in plain sight with Tommy's bashful approval.
0023_THE_BUTTERFLY_EFFECT_01.40.58.026-01.41.04.379 	The water rises past his mouth, to his nostrils -- Evan makes his peace and takes a final breath.
0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING_00.15.15.679-00.15.16.220 	Below them, final preparations are being made on the Party field.
0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING_00.34.41.262-00.34.46.703 	throwing clothes into a knapsack.Gandalf watches him, making plans.
0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING_00.50.04.868-00.50.10.056 	The tall BREE FOLK loom over the nervous little hobbits as Frodo, Sam, Merry and Pippin make their way through the Narrow Streets.
0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING_02.05.31.826-02.05.36.130 	A NARROW BRIDGE, spanning a bottomless pit.Gandalf yells to the others: Aragorn makes to throw Gimli across the Chasm.
0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING_02.36.46.447-02.36.51.845 	Pippin stands and makes a move toward Frodo.Merry grabs at his arm.
0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING_02.48.31.829-02.48.35.606 	Aragorn looks towards the far shore; Frodo and Sam's small Boat can be seen lying on the distant Riverbank as Frodo and Sam make off into the forest beyond.
0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING_00.18.01.120-00.18.08.743 	GOLLUM, huddled on the ground SOBBING and SAM makes for SMEAGOL again with a look of MURDEROUS RAGE.
0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING_01.23.23.627-01.23.25.467 	ARAGORN, LEGOLAS and GIMLI make their way up a GLOOMY CANYON, shadowed by BLACK FIR TREES.
0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING_01.53.43.645-01.53.48.700 	ORCS approach -- SAM must make a decision.
0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING_02.11.14.408-02.11.28.946 	The ORCS have no defence as their WEAPONS CANNOT MAKE CONTACT with the GHOSTS.
0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING_02.37.39.247-02.37.42.238 	SAM POV: Through the THICK, FUME-LADEN AIR a set of STAIRS can be made out.
0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING_02.59.16.835-02.59.32.857 	Nearby a HUGE FUSS is being made of a LARGE PUMPKIN which has been brought in to be shown off.
0026_The_Big_Fish_00.08.41.231-00.08.50.973 	The kid is pretty good, making a convincing bird, a passable monkey, and finally a dog.
0026_The_Big_Fish_00.08.52.025-00.08.53.806 	Focusing on the final shadow, we come to find Edward making the shapes.
0026_The_Big_Fish_00.20.39.937-00.20.41.457 	Naturally, he makes it, winning the game.
0026_The_Big_Fish_00.26.12.372-00.26.19.404 	IN A SINGLE SHOT, Karl cuts his hair with hedge clippers, while Edward cuts up a surplus army tent to make him a shirt.
0026_The_Big_Fish_00.55.06.488-00.55.09.589 	The CROWD applauds, which makes the lion antsy.
0026_The_Big_Fish_00.55.09.589-00.55.11.810 	Which makes Edward antsier.
0026_The_Big_Fish_01.01.33.746-01.01.35.632 	That makes her laugh, not sure what's going on.
0026_The_Big_Fish_01.04.54.658-01.04.57.483 	Edward gets right back up, but makes no move to defend himself.
0026_The_Big_Fish_01.21.22.366-01.21.25.050 	Looking through a new file, Sandra makes a small sound.
0026_The_Big_Fish_01.24.30.314-01.24.34.333 	The skinny SECURITY GUARD makes a halfhearted reach for his gun, but Norther waves him off.
0026_The_Big_Fish_01.28.24.601-01.28.27.354 	He smiles, then pulls his knees up, making room for her in the tub.
0026_The_Big_Fish_01.29.30.815-01.29.32.059 	Perched awkwardly on a canoe, Will's made it through another file cabinet.
0026_The_Big_Fish_01.29.38.184-01.29.42.708 	Something doesn't make sense.
0026_The_Big_Fish_01.48.46.626-01.48.51.208 	We STAY ON Will and his father for a long time, then Will takes his pen and starts making a list.
0027_The_Big_Lebowski_00.03.18.025-00.03.20.487 	The Dude has his Ralph's Shopper's Club card to one side and is making out a check to Ralph's for sixty-nine cents.
0027_The_Big_Lebowski_00.32.15.801-00.32.16.694 	Though he is wearing khaki shorts and shirt, the fact that he holds a battered brown briefcase makes him look oddly like a commuter.
0027_The_Big_Lebowski_01.40.56.023-01.41.03.919 	He makes hip-grinding coital motions as O'Brien leads him away.
0027_The_Big_Lebowski_01.44.49.524-01.44.53.749 	He eyes the Dude's bowling attire and sunglasses and Walter's army surplus, but doesn't make an issue of it.
0028_The_Crying_Game_00.11.18.042-00.11.20.307 	Jude makes her way from the door toward the greenhouse.
0028_The_Crying_Game_00.42.46.869-00.42.50.957 	Dil makes her way through it.
0028_The_Crying_Game_00.46.23.420-00.46.24.031 	He seems most out of place in his cheap suit, making his way through the crowd to the bar.
0028_The_Crying_Game_00.49.59.872-00.50.06.675 	Fergus suddenly stands and makes his way to the door.
0028_The_Crying_Game_01.05.17.657-01.05.19.797 	And he makes to go.
0028_The_Crying_Game_01.17.36.155-01.17.42.699 	Dil and Fergus making their way to their seats at the bar.
0028_The_Crying_Game_01.19.19.131-01.19.26.392 	There is an expression in Col's eyes that makes Fergus feel very, very small.
0028_The_Crying_Game_01.23.25.098-01.23.26.272 	The gent makes his way, with gout-ridden slowness, across the pavement, through the passersby, toward the car.
0029_The_Graduate_00.06.29.593-00.06.48.091 	We can see through the windows of the house, Ben making his way through people trying to stop him and speak to him as he goes through rooms, up the stairs and to his room.
0029_The_Graduate_00.21.35.714-00.21.41.735 	They laugh; Mrs. Arnold makes a face at Mr. Arnold as he grinningly acknowledges the reponse to his snappy comeback.
0030_The_Hustler_00.13.09.141-00.13.11.801 	Heads turn when he makes his punctual appearance.
0030_The_Hustler_00.17.17.354-00.17.36.195 	The balls are returned and Eddie makes his break shot, a glancing blow that leaves the pack of balls nearly intact and the white cue ball lying far away at the end of the table.
0030_The_Hustler_00.32.21.817-00.32.28.140 	The sight of Fats makes him laugh again.
0030_The_Hustler_00.59.41.438-00.59.43.052 	She starts to make the drinks.
0030_The_Hustler_01.16.39.157-01.16.46.228 	The young man makes his break shot, slamming the nine into the pocket.
0030_The_Hustler_01.17.51.340-01.17.53.726 	Eddie makes a tough shot.
0030_The_Hustler_01.18.56.112-01.19.03.096 	Eddie tries to back off but there is nowhere to go, so he makes a casual movement toward the table.
